2025-12-05T13:51:42.490798,be8c971d-3f52-4e72-96ce-301f4325968e,,,bachelor,Unklar,True
2025-12-05T14:02:58.553662,a800d8ea-ff14-4b63-a0b8-518689a80300,bachelor,,Bachelor,Ja,True
